"ID","psu","palika","ward","hhld","version","verified","interviewer_id","v901","v902","v902a","v903","v904","v904a","v904b","v904c","v904d","v905","v906","v907a","v907b"
4903,2110,20807,"26","14","v5","N",28,"1 ",NA,"1","7 ",NA,"2 ",NA,"10","0","PARSA","3000000",NA,"2 , DHAN10 KUNTAL"
4938,3488,30608,"30","4","v5","N",91,"1 ",NA,"1","2 ",NA,"1 ","1","0","0","OKHALDHUNGA","1000000",NA,"12000, 2 "
4942,3320,30608,"29","14","v5","N",94,"1 ",NA,"1","3 ",NA,"1 ","6","0","0","RAMECHHAP","38400000",NA,"1 , 50000"
4949,7108,70901,"3","12","v5","N",73,"1 ",NA,"2","6 ",NA,"2 ","0","6","0","KAILALI","1800000",NA,"18600, 2 "
4950,7208,70901,"3","13","v5","N",73,"1 ",NA,"2","6 ",NA,"2 ","0","10","0","KAILALI","8000000",NA,"2 , 20000"
4951,3385,30608,"19","15","v5","N",92,"2 ",NA,"1","2 ",NA,"1 ","2",NA,NA,"SIDHUPALCHOWK","25000",NA,"1 , 20000"
4956,3312,31304,"16","13","v5","N",57,"1 ",NA,"1","7 ",NA,"2 ","0","8","0","NAWALPUR","0",NA,"1 , 35000"
4961,3203,30212,"2","6","v5","N",53,"1 ",NA,"3","6 ",NA,"1 ","4","0","0","SIDHUPALCHOWK","1700000",NA,"2 , RS.7000"
4963,3109,30803,"8","14","v5","N",58,"1 ",NA,"3","7 ",NA,"1 ","1","0","0","LALITPUR","0",NA,"1 , 20000"
4964,3209,30803,"8","15","v5","N",58,"1 ",NA,"1","7 ",NA,"1 ","1","0","0","LALITPUR","9000000",NA,"1 , 20000"
4981,7108,70901,"3","13","v5","N",71,"1 ",NA,"4","6 ",NA,"2 ","1","0","0","KANCHANPUR","0",NA,"2 , 34000"
4982,7208,70901,"3","14","v5","N",71,"1 ",NA,"2","3 ",NA,"2 ","0","10","0","KANCHANPUR","3500000",NA,"2 , 45000"
4995,4103,40602,"4","3","v5","N",43,"1 ",NA,"1","2 ",NA,"1 ","5",NA,NA,"LAMJUNG","400000",NA," , 2 , 32000"
5028,3203,30212,"2","16","v5","N",51,"1 ",NA,"3","2 ",NA,"1 ","2","0","8","SIDHUPALCHOWK","200000",NA,"2 , निःशुल्क दिएको आफ्नै भाइले गरेर खाने"
5031,7208,70901,"3","16","v5","N",71,"1 ",NA,"1","3 ",NA,"2 ","0","15","0","KANCHANPUR","4500000",NA,"2 , 64000"
5032,7208,70901,"3","15","v5","N",71,NA,NA,"2","6 ",NA,"2 ","0","6","0","KANCHANPUR","1800000",NA,"2 , 65000"
5037,1205,10805,"2","8","v5","N",11,"1 ",NA,"1","3 ",NA,"1 ","3",NA,NA,"TERHATHUM","1200000",NA,"1 , 25000"
5076,6104,60608,"6","1","v5","N",64,"1 ",NA,"2","2 ",NA,"1 ","0","8","0","DAILEKH","50000",NA,"00, 2 "
5076,6104,60608,"6","1","v5","N",64,"1 ",NA,"3","4 ",NA,"1 ","2","0","0","DAILEKH","70000",NA,"0, 1 "
5076,6104,60608,"6","1","v5","N",64,"1 ",NA,"4","2 ",NA,"1 ","3","0","0","DAILEKH","100000",NA,"0, 1 "
5076,6104,60608,"6","1","v5","N",64,"1 ",NA,"5","2 ",NA,"1 ","3","0","0","DAILEKH","50000",NA,"0, 1 "
5076,6104,60608,"6","1","v5","N",64,"1 ",NA,"6","2 ",NA,"1 ","6","0","0","DAILEKH","50000",NA,"0, 1 "
5076,6104,60608,"6","1","v5","N",64,"1 ",NA,"7","2 ",NA,"1 ","6","0","0","DAILEKH","300000",NA,"0, 1 "
5076,6104,60608,"6","1","v5","N",64,"1 ",NA,"9","2 ",NA,"1 ","2","0","0","DAILEKH","50000",NA,"0, 1 "
5076,6104,60608,"6","1","v5","N",64,"1 ",NA,"10","2 ",NA,"1 ","6","0","0","DAILEKH","200000",NA,"0, 1 "
5080,6204,60608,"3","8","v5","N",64,NA,NA,"4","6 ",NA,"1 ","2","0","0","DAILEKH","100000",NA,"0, 1 "
5082,3210,30909,"10","12","v5","N",54,"1 ",NA,"3","7 ",NA,"1 ","3","8","0","KAVREPALANCHOWK","10000000",NA,"1 , 50000"
5082,3210,30909,"10","12","v5","N",54,"1 ",NA,"4","6 ",NA,"1 ","0","13","0","KAVREPALANCHOWK","10000000",NA,"2 , 9000"
5110,2210,20807,"26","16","v5","N",26,"1 ",NA,"2","6 ",NA,"2 ","0","2","0","PARSA","40000000",NA,"1 QUENTAL DHAN,25 KG GAHU, 2 "
5116,2110,20807,"26","11","v5","N",26,"1 ",NA,"1","4 ",NA,"2 ","0","11","0","PARSA","4400000",NA,"1 , 350000"
5116,2110,20807,"26","11","v5","N",26,"1 ",NA,"2","4 ",NA,"2 ","0","12","0","PARSA","4200000",NA,"1 , 200000"
5119,2210,20807,"26","12","v5","N",26,"1 ",NA,"1","3 ",NA,"2 ","0","12","0","PARSA","4800000",NA,"2 , DHAN 6 QUENTAL,GAU 3 QUENTAL"
5121,2110,20807,"26","13","v5","N",26,"1 ",NA,"2","7 ",NA,"2 ","0","10","0","PARSA","5000000",NA,"1 , 5000 MOHIKHETKO LAGI DIYAKO"
5127,3103,30212,"1","3","v5","N",54,"1 ",NA,"1","2 ",NA,"1 ","3","0","0","SIDHUPALCHOWK","400000",NA,"12000, 2 "
5127,3103,30212,"1","3","v5","N",54,"1 ",NA,"2","2 ",NA,"1 ","1","8","0","SIDHUPALCHOWK","300000",NA,"2 , 2000"
5127,3103,30212,"1","3","v5","N",54,"1 ",NA,"3","2 ",NA,"1 ","2","0","0","SIDHUPALCHOWK","200000",NA,"2 , 2000"
5141,4201,40204,"9","3","v5","N",43,"1 ",NA,"1","4 ",NA,"1 ","1","6","0","MANANG","150000",NA,"0, 1 "
5144,3109,30803,"8","16","v5","N",58,"1 ",NA,"2","7 ",NA,"1 ","3","0","0","LALITPUR","16000000",NA,"1 , 35000"
5150,6204,60608,"6","3","v5","N",64,"1 ",NA,"1","6 ",NA,"1 ","4","0","0","DAILEKH","300000",NA,"0, 1 "
5150,6204,60608,"6","3","v5","N",64,"1 ",NA,"2","2 ",NA,"1 ","2","0","0","DAILEKH","150000",NA,"0, 1 "
5160,3103,30212,"2","6","v5","N",53,"1 ",NA,"7","2 ",NA,"1 ","8","0","0","SIDHUPALCHOWK","1360000",NA,"2 , 50000"
5161,6104,60608,"6","19","v5","N",62,"1 ",NA,"1","2 ",NA,"1 ","0","5","0","DAILEKH","700000",NA,"0, 2 "
5168,3103,30212,"1","9","v5","N",53,"1 ",NA,"2","2 ",NA,"1 ","4","0","0","SIDHUPALCHOWK","500000",NA,"2 , AILE SAMMA PAKO XAINA TARA ABA BATA PAUNE."
5188,3321,30608,"31","16","v5","N",94,"1 ",NA,"2","3 ",NA,"1 ","2","0","0","KATHMANDU","5000000",NA,"1 , 24000"
5194,3454,30608,"30","19","v5","N",94,"1 ",NA,"1","7 ",NA,"1 ","3","0","0","NUWAKOT","9000000",NA,"1 , 50000"
5218,3321,30608,"31","8","v5","N",91,"1 ",NA,"1","2 ",NA,"2 ","0","15","0","NAWALPARASI","4500000",NA,"2 , 40000"
5231,3389,30608,"30","7","v5","N",91,"1 ",NA,"2","3 ",NA,"2 ","0","15","0","BARA","4500000",NA,"2 , 29500"
5240,3339,30608,"30","16","v5","N",92,"1 ",NA,"1","3 ",NA,"1 ","0","3","0","KATHMANDU","15000000",NA,"1 , 25000"
5259,7108,70901,"3","18","v5","N",73,"1 ",NA,"1","2 ",NA,"2 ","0","5","0","KANCHANPUR","2000000",NA,"13500, 2 "
5259,7108,70901,"3","18","v5","N",73,"1 ",NA,"2","1 ",NA,"2 ","0","4","0","KANCHANPUR","2000000",NA,"12000, 2 "
5267,7208,70901,"3","20","v5","N",74,"1 ",NA,"3","8 ",NA,"2 ","0","10","0","KANCHANPUR","7000000",NA,"2 , 20000"
5270,7108,70901,"3","16","v5","N",73,"1 ",NA,"4","4 ",NA,"2 ","0","7","0","KANCHANPUR","350000",NA,"1 , 150000"
5272,2210,20807,"26","19","v5","N",28,NA,NA,"1","4 ",NA,"2 ",NA,"4","0","PARSA","2000000",NA,"1 , 125000"
5274,2110,20807,"26","20","v5","N",28,"1 ",NA,"2","7 ",NA,"2 ",NA,"15","0","PARSA","6000000",NA,"1 , 40000"
5278,2110,20807,"26","22","v5","N",28,"1 ",NA,"2","8 ",NA,"2 ",NA,"20","0","PARSA","5000000",NA,"1 , 150000"
5284,3103,30212,"1","14","v5","N",52,"1 ",NA,"3","6 ",NA,"1 ","5","5","0","SIDHUPALCHOWK","150000",NA,"2 , DHAN"
5284,3103,30212,"1","14","v5","N",52,"1 ",NA,"4","6 ",NA,"1 ","5","0","0","SIDHUPALCHOWK","1000000",NA,"2 , DHAN 15 MURI"
5284,3103,30212,"1","14","v5","N",52,"1 ",NA,"7","2 ",NA,"1 ","1","8","0","SIDHUPALCHOWK","200000",NA,"2 , DHAM 3 MURI"
5287,3103,30212,"2","13","v5","N",52,NA,NA,"3","2 ",NA,"1 ","4","0","0","SIDHUPALCHOWK","700000",NA,"2 , DHAN 12 MURI"
5309,7108,70901,"3","16","v5","N",72,"1 ",NA,"2","6 ",NA,"2 ","0","14","0","KANCHANPUR","2800000",NA,"2 , 58800"
5317,1105,10805,"6","23","v5","N",12,"1 ",NA,"1","7 ",NA,"1 ","3",NA,NA,"SANKHUWASAVA","450000",NA,"2 , 20000"
5321,1105,10805,"2","7","v5","N",11,"1 ",NA,"1","3 ",NA,"1 ","8",NA,NA,"TERHATHUM","3200000",NA,"2 , 215000"
5377,1105,10805,"6","12","v5","N",11,"1 ",NA,"1","3 ",NA,"2 ","2","5",NA,"MORANG","8000000",NA,"1 , 115000"
5379,1205,10805,"6","13","v5","N",11,"1 ",NA,"1","2 ",NA,"1 ","5",NA,NA,"SANKHUWASAVA","300000",NA,"1 , 60000"
5386,2208,20614,"1","5","v5","N",28,NA,NA,"2","6 ",NA,NA,NA,"14",NA,"RAUTAHAT","7200000",NA,"2 , DHAN 35 GEHU 21MAN"
5387,2210,20807,"26","24","v5","N",28,NA,NA,"1","3 ",NA,"2 ",NA,"5","10","PARSA","1600000",NA,"1 , 50000"
5388,2210,20807,"26","14","v5","N",27,"1 ",NA,"1","2 ",NA,NA,NA,"5","2","PARSA","1500000",NA,"2 , 20000"
5395,1104,10804,"9","1","v5","N",11,"1 ",NA,"2","3 ",NA,"1 ","6",NA,NA,"TERHATHUM","2500000",NA,"2 , CHAMAL"
5416,1105,10805,"3","18","v5","N",14,"1 ",NA,"1","7 ",NA,"1 ","100","0","0","TERHATHUM","1000000",NA,"1 , 60000"
5443,1105,10805,"2","21","v5","N",14,"1 ",NA,"1","7 ",NA,"1 ","12","0","0","TERHATHUM","0",NA,"1 , 20000"
5467,3109,30803,"8","16","v5","N",56,"1 ",NA,"1","7 ",NA,NA,"3",NA,NA,"LALITPUR","500000",NA,"1 , 5000"
5478,3109,30803,"8","17","v5","N",56,NA,NA,"2","7 ",NA,NA,"15",NA,NA,"LALITPUR","3000000",NA,"1 , 225000"
5498,1110,11303,"8","22","v5","N",22,"1 ",NA,"2","7 ",NA,"2 ","1","0","0","SUNSARI","5000000",NA,"1 , 20000"
5500,1110,11303,"8","24","v5","N",22,"1 ",NA,"1","3 ",NA,"2 ","0","10","0","SUNSARI","2000000",NA,"2 , 21000"
5502,1210,11303,"8","26","v5","N",22,"1 ",NA,"1","3 ",NA,"2 ","1","10","0","SUNSARI","3000000",NA,"2 , 45000"
5504,3354,30608,"30","17","v5","N",94,"1 ",NA,"1","3 ",NA,"1 ","1","0","0","BHAKTAPUR","40000000",NA,"1 , 50000"
5515,1210,11303,"8","24","v5","N",24,"1 ",NA,"1","4 ",NA,"2 ","1","0","0","SUNSARI","6000000",NA,"1 , 40"
5516,1210,11303,"8","25","v5","N",24,"1 ",NA,"1","3 ",NA,"2 ","0","6","0","SUNSARI","60000",NA,"1 , 16000"
5518,3109,30803,"8","14","v5","N",57,"1 ",NA,"1","7 ",NA,"1 ","6","0","0","LALITPUR","400000",NA,"1 , 90000"
5520,3109,30803,"8","17","v5","N",57,"1 ",NA,"1","7 ",NA,"1 ","2","0","0","LALITPUR","800000",NA,"1 , 36000"
5525,3209,30803,"8","22","v5","N",57,NA,NA,"2","3 ",NA,"1 ","6",NA,NA,"LALITPUR","200000",NA,"2 , 3000"
5530,3203,30212,"3","13","v5","N",52,"1 ",NA,"3","6 ",NA,"1 ","3","8","0","SIDHUPALCHOWK","1000000",NA,"2 , DHAN5 MURI"
5530,3203,30212,"3","13","v5","N",52,"1 ",NA,"4","2 ",NA,"1 ","1","8","0","SIDHUPALCHOWK","100000",NA,"2 , DHAN4 MURI"
5533,3103,30212,"1","4","v5","N",54,"1 ",NA,"1","6 ",NA,"1 ","2","0","0","SIDHUPALCHOWK","300000",NA,"2 , 5"
5537,3109,30803,"8","20","v5","N",58,"1 ",NA,"2","7 ",NA,"1 ","1","0","0","LALITPUR","8000000",NA,"1 , 20000"
5544,3103,30212,"3","19","v5","N",52,"1 ",NA,"3","2 ",NA,"1 ","3","0","0","SIDHUPALCHOWK","300000",NA,"2 , 3 MURI DHAN"
5544,3103,30212,"3","19","v5","N",52,"1 ",NA,"4","2 ",NA,"1 ","4","0","0","SIDHUPALCHOWK","360000",NA,"2 , DHAN 5 MURI"
5544,3103,30212,"3","19","v5","N",52,"1 ",NA,"7","2 ",NA,"1 ","3","0","0","SIDHUPALCHOWK","300000",NA,"2 , MAKAI 4MURI"
5567,3203,30212,"2","5","v5","N",54,"1 ",NA,"2","6 ",NA,"1 ","2","0","0","SIDHUPALCHOWK","150000",NA,"1500, 2 "
5567,3203,30212,"2","5","v5","N",54,"1 ",NA,"3","6 ",NA,"1 ","7","00","0","SIDHUPALCHOWK","700000",NA,"2 , 2000"
5572,1210,11303,"8","21","v5","N",23,"1 ",NA,"1","3 ",NA,"2 ","1","0","0","SUNSARI","4200000",NA,"1 , 42000"
5576,3203,30212,"2","2","v5","N",54,"1 ",NA,"2","6 ",NA,"1 ","2","0","0","SIDHUPALCHOWK","500000",NA,"1 , 8000"
5576,3203,30212,"2","2","v5","N",54,"1 ",NA,"3","6 ",NA,"1 ","4","0","0","SIDHUPALCHOWK","600000",NA,"2 , 9000"
5576,3203,30212,"2","2","v5","N",54,"1 ",NA,"4","6 ",NA,"1 ","1","0","0","SIDHUPALCHOWK","150000",NA,"2 , 4000"
5577,1210,11303,"8","22","v5","N",23,"1 ",NA,"1","3 ",NA,"2 ","0","5","0","SUNSARI","4500000",NA,"1 , 5000"
5585,3203,30212,"1","18","v5","Y",51,"1 ",NA,"6","6 ",NA,"1 ","15","0","0","SIDHUPALCHOWK","2000000",NA,"2 , 6000"
5585,3203,30212,"1","18","v5","Y",51,"1 ",NA,"7","6 ",NA,"1 ","8","0","0","SIDHUPALCHOWK","100000",NA,"12000, 2 "
5587,3203,30212,"1","19","v5","Y",51,"1 ",NA,"3","6 ",NA,"1 ","4","0","0","SIDHUPALCHOWK","0",NA,"2 , BHARKHER KHETI LAGAYAKO DEYAKO CHHAINA"
5614,7108,70901,"3","14","v5","Y",74,"1 ",NA,"1","3 ",NA,"2 ","0","8","0","KANCHANPUR","200000",NA,"0, 2 "
5618,7208,70901,"3","17","v5","Y",73,"1 ",NA,"4","4 ",NA,"2 ","0","12","0","KANCHANPUR","4800000",NA,"1 , 2000000"
5646,3209,30803,"8","22","v5","N",58,NA,NA,"2","7 ",NA,"1 ","1","0","0","LALITPUR","10000000",NA,"1 , 15000"
5648,3209,30803,"8","25","v5","N",58,"1 ",NA,"2","7 ",NA,"1 ","1","0","0","LALITPUR","1200000",NA,"1 , 20000"
5663,4103,40602,"4","3","v5","Y",43,"1 ",NA,"1","2 ",NA,"1 ","1","0","0","LAMJUNG","500000",NA,"2 , 4000"
5667,3209,30803,"8","18","v5","N",55,"1 ",NA,"2","7 ",NA,"1 ","2","0","0","LALITPUR","3100000",NA,"1 , 35000"
5680,5421,NA,"10","20","v5","N",51,"1 ",NA,"1","7 ",NA,NA,"00","3","10","NAWALPARASI","1500000",NA,"1 , 3500"
5684,5410,50802,"6","22","v5","N",51,"1 ",NA,"1","3 ",NA,"2 ","1","00","00","RUPANDEHI","32000000",NA,"1 , 30000"
5701,7106,70811,"7","5","v5","N",71,"1 ",NA,"5","2 ",NA,"2 ","0","2","0","KAILALI","200000",NA," , 10000, 2 "
5717,5414,50808,"5","19","v5","N",53,"1 ",NA,"1","6 ",NA,"2 ","0","15","0","RUPANDEHI","6000000",NA,"13 QUENTEL, 2 "
5718,5414,50808,"5","20","v5","N",53,"1 ",NA,"1","2 ",NA,"2 ","0","6","0","NAWALPARASI","1800000",NA,"2 , DHAN,3/GAHU,2"
5719,5414,NA,"5","21","v5","N",53,NA,NA,"2","7 ",NA,"2 ","0","5","0","GULMI","1500000",NA,"1 , 6000"
5720,4102,40504,"32","22","v5","N",94,"1 ",NA,"1","7 ",NA,"1 ","2","0","0","KASKI","25000000",NA,"1 , 100000"
5721,5321,50802,"10","9","v5","N",52,"1 ",NA,"1","7 ",NA,"1 ","0","2","0","RUPANDEHI","300000",NA,"0, 1 "
5726,5314,50808,"5","10","v5","N",52,"1 ",NA,"1","7 ",NA,"1 ","0","3","0","RUPANDEHI","0",NA,"1 , AGRICULTURE PRODUCTION WAS DONE ON OFFICE LAND AND SHE DIDN'T PAY ANY AMOUNT & THINGS.SHE ALSO DON'T KNOW HOW MUCH IT COST WHILE SELLING LAND"
5735,5321,50802,"10","13","v5","N",54,"1 ",NA,"2","7 ",NA,NA,NA,"1",NA,"KAPILVASTU","0",NA,"1 , ARUKO JAGGA MA GAREKO HO GHAR SIDE KO PAISA ANI KEI DINU PARDAINA"
5769,2209,20703,"10","17","v5","N",25,"1 ",NA,"1","2 ",NA,"2 ","3","10",NA,"BARA","10000000",NA,"100000, 2 "
5769,2209,20703,"10","17","v5","N",25,"1 ",NA,"2","2 ",NA,"2 ","0","5","0","BARA","15000000",NA,"1 , 25000"
5772,4109,41007,"4","19","v5","N",42,"1 ",NA,"1","7 ",NA,"1 ","3","0","0","PARBAT","1800000",NA,"1 , 30000"
5780,4209,41007,"4","17","v5","N",42,"1 ",NA,"1","2 ",NA,"1 ","7","0","0","PARBAT","5600000",NA,"2 , 7 MURI DHAN"
5785,4109,41007,"4","15","v5","N",42,"1 ",NA,"1","4 ",NA,"1 ","3",NA,NA,"PARBAT","3000000",NA,"2 , 8 MURI DHAN"
5814,5321,50802,"10","11","v5","N",54,"1 ",NA,"1","3 ",NA,NA,NA,"8",NA,"RUPANDEHI","250000",NA,"2 , 2 KUNTAL DHAN PAKO THIYE"
5820,4102,40504,"32","25","v5","N",93,"1 ",NA,"2","6 ",NA,"1 ","5","0","0","KASKI","50000000",NA,"2 , 30000"
5836,5314,50808,"5","12","v5","N",54,"1 ",NA,"1","4 ",NA,NA,NA,"8",NA,"RUPANDEHI","5500000",NA,"1 , 50000"
5844,5421,50802,"10","16","v5","N",54,NA,NA,"3","3 ",NA,NA,NA,"10",NA,"RUPANDEHI","7000000",NA,"15 MURI DHAN,7 QUINTEL GAHU PAYEKO, 2 "
5881,4109,41007,"4","18","v5","N",43,"1 ",NA,"1","7 ",NA,"1 ","5","0","0","PARBAT","2500000",NA,"1 , 40000"
5884,4209,41007,"4","21","v5","N",43,"1 ",NA,"1","7 ",NA,"1 ","2","0","0","PARBAT","600000",NA,"1 , 5000"
5891,2109,20703,"10","21","v5","N",26,"1 ",NA,"2","4 ",NA,"2 ","0","8","0","BARA","3200000",NA,"1 , 315000"
5891,2109,20703,"10","21","v5","N",26,"1 ",NA,"3","3 ",NA,"2 ","0","3","8","BARA","2400000",NA,"2 , 2 QUENTAL 25 KG DHAN MATRA DIYAKO KHARCHA K HI DINA NAPARNE"
5892,2209,20703,"10","22","v5","N",26,"1 ",NA,"1","7 ",NA,"2 ","0","15","0","BARA","6000000",NA,"13QUENTAL DHAN,6000 PAISHA, 2 "
5896,2109,20703,"7","25","v5","N",26,"1 ",NA,"1","3 ",NA,"2 ","0","15","0","BARA","6000000",NA,"12 QUENTAL DHAN KHET GARNE LE NAI SABAI KHARCH BEHORX, 2 "
5903,2109,20703,"7","28","v5","N",26,"1 ",NA,"1","3 ",NA,"2 ","0","10","0","BARA","5000000",NA,"18 MAN DHAN, 3 MAN GAU, 2 "
5912,2110,20807,"20","19","v5","Y",26,"1 ",NA,"1","3 ",NA,"2 ","0","3","0","PARSA","1500000",NA,"2 , 2 QUENTAL DHAN, 50 KG GAHU"
5912,2110,20807,"20","19","v5","Y",26,"1 ",NA,"2","3 ",NA,"2 ","0","5","0","PARSA","2500000",NA,"2 , 3 QUENTAL DHAN ,1 QUENTAL GAHU"
5912,2110,20807,"20","19","v5","Y",26,"1 ",NA,"3","7 ",NA,"2 ","0","5","0","PARSA","2500000",NA,"2 , 5 QUENTAL DHAN, 2 QUENTAL GAHU"
5924,2410,20612,"3","3","v5","Y",26,"1 ",NA,"2","7 ",NA,"2 ","0","11","0","RAUTAHAT","1650000",NA,"1 , 80000"
5945,7209,70909,"3","24","v5","N",72,NA,NA,"1","6 ",NA,"2 ","1","0","0","KANCHANPUR","8000000",NA,"170000, 2 "
5946,7109,70909,"3","23","v5","N",72,"1 ",NA,"1","2 ",NA,"2 ","0","15","0","KANCHANPUR","6000000",NA,"2 , 3600"
5947,7209,70909,"3","22","v5","N",72,NA,NA,"2","6 ",NA,"2 ","1","0","0","KANCHANPUR","7000000",NA,"2 , 96000"
5962,4102,40504,"32","12","v5","N",91,NA,NA,"2","2 ",NA,"1 ","2","8","0","TANAHUN","3000000",NA,"2 , 2500"
5962,4102,40504,"32","12","v5","N",91,"1 ",NA,"3","2 ",NA,"1 ","8","0","0","KASKI","30000000",NA,"2 , 80000"
5965,4102,40504,"32","10","v5","N",91,"1 ",NA,"2","7 ",NA,"1 ","0","9","0","KASKI","3600000",NA,"1 , 5000"
5991,6104,60608,"3","8","v5","N",63,"1 ",NA,"3","1 ",NA,"1 ","2","8","0","DAILEKH","300000",NA,"150, 2 "
5992,6204,60608,"3","9","v5","N",63,"1 ",NA,"1","6 ",NA,"1 ","8","0","0","DAILEKH","0",NA,"2 , 5000"
5996,6104,60608,"6","13","v5","N",63,"1 ",NA,"6","6 ",NA,"1 ","3","5","0","DAILEKH","0",NA,"10000, 2 "
6002,6204,60608,"6","18","v5","N",63,"1 ",NA,"3","6 ",NA,"1 ","3","8","0","DAILEKH","0",NA,"2 , 5000"
6022,7208,70901,"3","18","v5","N",74,NA,NA,"2","8 ",NA,"2 ","1","0","0","KANCHANPUR","6000000",NA,"2 , 30000"
6036,7107,70813,"19","3","v5","N",74,"1 ",NA,"2","6 ",NA,"2 ","0","12","0","KAILALI","5000000",NA,"1 , 275000"
6060,4102,40504,"32","30","v5","N",93,"1 ",NA,"1","4 ",NA,"1 ","0","8","0","KASKI","7000000",NA,"1 , 100000"
6086,3202,30207,"9","3","v5","N",54,"1 ",NA,"2","6 ",NA,"1 ","1","0","0","SIDHUPALCHOWK","1500000",NA,"2 , KEI LINE DINE NAGAREKO, TETTIKAI KAMAI KHANE GAREKO"
6086,3202,30207,"9","3","v5","N",54,"1 ",NA,"6","6 ",NA,"1 ","0","8","0","SIDHUPALCHOWK","800000",NA,"2 , LINE DINE NAGAREKO, TETTIKAI KAMAYERA KHANE"
6093,6204,60608,"7","11","v5","N",64,"1 ",NA,"1","2 ",NA,"1 ","0","6","1","DAILEKH","1000000",NA,"0, 1 "
6093,6204,60608,"7","11","v5","N",64,"1 ",NA,"2","2 ",NA,"1 ","0","3","0","DAILEKH","500000",NA,"0, 1 "
6093,6204,60608,"7","11","v5","N",64,"1 ",NA,"3","2 ",NA,"1 ","1","7","1","DAILEKH","100000",NA,"0, 1 "
6103,3108,30802,"27","27","v5","N",58,"1 ",NA,"2","3 ",NA,"1 ","0","10","0","LALITPUR","19800000",NA,"1 , 144000"
6112,3108,30802,"27","28","v5","N",58,"1 ",NA,"1","3 ",NA,"1 ","1","8","0","LALITPUR","20000000",NA,"1 , 300000"
6117,6203,60602,"4","1","v5","N",64,"1 ",NA,"3","4 ",NA,"1 ","15","0","0","DAILEKH","400000",NA,"1 , 2500"
6144,7109,70909,"3","24","v5","N",71,"1 ",NA,"1","3 ",NA,"2 ","0","10","0","KANCHANPUR","1500000",NA,"167500, 2 "
6149,7109,70909,"3","29","v5","N",71,"1 ",NA,"1","6 ",NA,"2 ","0","40","0","KANCHANPUR","2500000",NA,"100500, 2 "
6155,7109,70909,"3","25","v5","N",72,"1 ",NA,"1","6 ",NA,"2 ","0","10","0","KANCHANPUR","600000",NA,"2 , 60000"
6160,7209,70909,"3","28","v5","N",72,NA,NA,"2","6 ",NA,"2 ","0","10","0","KANCHANPUR","4000000",NA,"2 , 25 BORA"
6171,4202,40504,"32","14","v5","N",91,"1 ",NA,"1","7 ",NA,"1 ","3","08","0","KASKI","23000000",NA,"2 , 30000"
6171,4202,40504,"32","14","v5","N",91,"1 ",NA,"2","8 ",NA,"1 ","2","0","0","KASKI","16000000",NA,"1 , 50000"
6176,4202,40504,"32","15","v5","N",91,"1 ",NA,"1","7 ",NA,"1 ","5","0","0","KASKI","40000000",NA,"2 , 35000"
6248,2209,20703,"7","26","v5","N",27,"1 ",NA,"1","7 ",NA,NA,NA,"8","0","BARA","5000000",NA,"1 , 40000"
6368,3202,30207,"9","19","v5","N",51,"1 ",NA,"1","2 ",NA,"1 ","3","0","0","SIDHUPALCHOWK","700000",NA,"14400, 2 "
6373,7109,70909,"3","20","v5","N",73,"1 ",NA,"2","6 ",NA,"2 ","0","15","0","KANCHANPUR","6000000",NA,"2 , 34900"
6375,7109,70909,"3","22","v5","N",73,"1 ",NA,"3","6 ",NA,"2 ","0","12","0","KANCHANPUR","6000000",NA,"2 , 40000"
6400,7209,70909,"3","26","v5","N",73,"1 ",NA,"2","6 ",NA,"2 ","0","19","0","KANCHANPUR","5700000",NA,"2 , 42300"
6403,7109,70909,"3","24","v5","N",73,"1 ",NA,"1","6 ",NA,"2 ","0","6","0","KANCHANPUR","3600000",NA,"2 , 22150"
6406,7209,70909,"3","30","v5","N",73,"1 ",NA,"1","2 ",NA,"2 ","0","10","0","KANCHANPUR","6000000",NA,"2 , 43900"
6536,1201,10207,"7","37","v5","N",12,"1 ",NA,"2","6 ",NA,"1 ","4",NA,NA,"SANKHUWASAVA","400000",NA,"12000, 2 "
6555,1201,10207,"7","28","v5","N",13,"1 ",NA,"1","2 ",NA,"1 ","30","0","0","SANKHUWASAVA","1500000",NA,"2 , 32000"
6594,1201,10207,"7","29","v5","N",13,NA,NA,"2","2 ",NA,"1 ","8","0","0","SANKHUWASAVA","900000",NA,"2 , 30000"
6598,1101,10207,"7","32","v5","N",13,"1 ",NA,"2","2 ",NA,"1 ","20","0","0","SANKHUWASAVA","1000000",NA,"2 , 30000"
6603,1201,10207,"7","35","v5","N",13,"1 ",NA,"2","6 ",NA,"1 ","30","0","0","SANKHUWASAVA","0",NA,"2 , 90000"
6610,1201,10207,"7","36","v5","N",13,"1 ",NA,"2","7 ",NA,"1 ","50","0","0","SANKHUWASAVA","0",NA,"1 , 150000"
6613,1201,10207,"7","37","v5","N",13,"1 ",NA,"3","7 ",NA,"1 ","15","0","0","SANKHUWASAVA","0",NA,"2 , 21000"
6619,3108,30802,"27","27","v5","N",56,"1 ",NA,"1","3 ",NA,NA,"28",NA,NA,"LALITPUR","10000000",NA,"1 , 100000"
6619,3108,30802,"27","27","v5","N",56,"1 ",NA,"2","3 ",NA,NA,"15",NA,NA,"LALITPUR",NA,NA,"2 , 35000"
6630,4108,41003,"4","31","v5","N",43,"1 ",NA,"1","2 ",NA,"2 ","0","10","0","PARBAT","2000000",NA,"2 , 50000"
